99999 1 2
80903 38194 80903 1
19582 39163 19582 1
27423 54845 27423 1
91937 16126 91937 1
61527 76946 61527 1
19165 38329 19165 1
26606 53211 26606 1
58214 83572 58214 1
25046 50091 25046 1
58545 82910 58545 1
32797 65593 32797 1
67096 65808 67096 1
49525 99049 49525 1
54533 90934 54533 1
43055 86109 43055 1
29186 58371 29186 1
41768 83535 41768 1
66389 67222 66389 1
66185 67630 66185 1
53886 92228 53886 1
94428 11144 94428 1
3125 6249 3125 1
26146 52291 26146 1
35241 70481 35241 1
98119 3762 98119 1
53463 93074 53463 1
5299 10597 5299 1
50082 99836 50082 1
60928 78144 60928 1
63944 72112 63944 1
27662 55323 27662 1
98375 3250 98375 1
82057 35886 82057 1
80387 39226 80387 1
54443 91114 54443 1
70590 58820 70590 1
90357 19286 90357 1
5995 11989 5995 1
18448 36895 18448 1
91386 17228 91386 1
60517 78966 60517 1
67315 65370 67315 1
41850 83699 41850 1
58322 83356 58322 1
97388 5224 97388 1
66271 67458 66271 1
8887 17773 8887 1
4094 8187 4094 1
86770 26460 86770 1
36149 72297 36149 1
75387 49226 75387 1
46597 93193 46597 1
81510 36980 81510 1
51927 96146 51927 1
33983 67965 33983 1
96408 7184 96408 1
81020 37960 81020 1
9341 18681 9341 1
41100 82199 41100 1
38610 77219 38610 1
99830 340 99830 1
76407 47186 76407 1
89813 20374 89813 1
18575 37149 18575 1
1907 3813 1907 1
24392 48783 24392 1
78252 43496 78252 1
40204 80407 40204 1
3897 7793 3897 1
99451 1098 99451 1
6243 12485 6243 1
58826 82348 58826 1
64704 70592 64704 1
69032 61936 69032 1
10516 21031 10516 1
78524 42952 78524 1
36112 72223 36112 1
31640 63279 31640 1
73356 53288 73356 1
67667 64666 67667 1
80700 38600 80700 1
26052 52103 26052 1
54640 90720 54640 1
13362 26723 13362 1
37453 74905 37453 1
28603 57205 28603 1
14630 29259 14630 1
79505 40990 79505 1
99478 1044 99478 1
18164 36327 18164 1
91353 17294 91353 1
14133 28265 14133 1
38324 76647 38324 1
91616 16768 91616 1
85964 28072 85964 1
54302 91396 54302 1
24927 49853 24927 1
5178 10355 5178 1
90589 18822 90589 1
80427 39146 80427 1
68100 63800 68100 1
13829 27657 13829 1
88038 23924 88038 1
25998 51995 25998 1
21666 43331 21666 1
4161 8321 4161 1
23040 46079 23040 1
53183 93634 53183 1
25294 50587 25294 1
80790 38420 80790 1
63436 73128 63436 1
21474 42947 21474 1
3986 7971 3986 1
96030 7940 96030 1
38883 77765 38883 1
54468 91064 54468 1
8804 17607 8804 1
85898 28204 85898 1
77965 44070 77965 1
59718 80564 59718 1
34550 69099 34550 1
75745 48510 75745 1
54797 90406 54797 1
85639 28722 85639 1
49958 99915 49958 1
60642 78716 60642 1
30528 61055 30528 1
8930 17859 8930 1
4477 8953 4477 1
99612 776 99612 1
53217 93566 53217 1
36724 73447 36724 1
56813 86374 56813 1
16871 33741 16871 1
18130 36259 18130 1
41531 83061 41531 1
68785 62430 68785 1
11438 22875 11438 1
83725 32550 83725 1
29887 59773 29887 1
99172 1656 99172 1
64891 70218 64891 1
19203 38405 19203 1
46467 92933 46467 1
60299 79402 60299 1
11766 23531 11766 1
24495 48989 24495 1
81505 36990 81505 1
87304 25392 87304 1
1547 3093 1547 1
97153 5694 97153 1
38669 77337 38669 1
33849 67697 33849 1
10918 21835 10918 1
57373 85254 57373 1
11833 23665 11833 1
11599 23197 11599 1
19541 39081 19541 1
89984 20032 89984 1
663 1325 663 1
17053 34105 17053 1
17778 35555 17778 1
29725 59449 29725 1
88702 22596 88702 1
55823 88354 55823 1
2441 4881 2441 1
94840 10320 94840 1
32182 64363 32182 1
58133 83734 58133 1
58206 83588 58206 1
32729 65457 32729 1
40658 81315 40658 1
88211 23578 88211 1
22355 44709 22355 1
66510 66980 66510 1
51416 97168 51416 1
76724 46552 76724 1
73533 52934 73533 1
43844 87687 43844 1
46934 93867 46934 1
86598 26804 86598 1
82611 34778 82611 1
84847 30306 84847 1
95521 8958 95521 1
97182 5636 97182 1
61943 76114 61943 1
74052 51896 74052 1
64702 70596 64702 1
83762 32476 83762 1
98450 3100 98450 1
43115 86229 43115 1
58075 83850 58075 1
96004 7992 96004 1
72249 55502 72249 1
56159 87682 56159 1
26436 52871 26436 1
42224 84447 42224 1
35332 70663 35332 1
85564 28872 85564 1
87213 25574 87213 1
44549 89097 44549 1
11094 22187 11094 1
8724 17447 8724 1
19119 38237 19119 1
14186 28371 14186 1
7790 15579 7790 1
2750 5499 2750 1
996 1991 996 1
16733 33465 16733 1
74550 50900 74550 1
52338 95324 52338 1
94314 11372 94314 1
15688 31375 15688 1
39007 78013 39007 1
80312 39376 80312 1
56184 87632 56184 1
83964 32072 83964 1
8546 17091 8546 1
35905 71809 35905 1
10495 20989 10495 1
52509 94982 52509 1
23308 46615 23308 1
83460 33080 83460 1
70417 59166 70417 1
51418 97164 51418 1
84206 31588 84206 1
72352 55296 72352 1
56610 86780 56610 1
87137 25726 87137 1
12788 25575 12788 1
48213 96425 48213 1
46121 92241 46121 1
30081 60161 30081 1
5822 11643 5822 1
5994 11987 5994 1
12325 24649 12325 1
62343 75314 62343 1
39324 78647 39324 1
55653 88694 55653 1
80483 39034 80483 1
43376 86751 43376 1
15149 30297 15149 1
80902 38196 80902 1
20961 41921 20961 1
35161 70321 35161 1
96724 6552 96724 1
8489 16977 8489 1
75294 49412 75294 1
65787 68426 65787 1
25542 51083 25542 1
44490 88979 44490 1
40841 81681 40841 1
76091 47818 76091 1
28490 56979 28490 1
87419 25162 87419 1
68980 62040 68980 1
54116 91768 54116 1
8811 17621 8811 1
30676 61351 30676 1
17340 34679 17340 1
21719 43437 21719 1
49782 99563 49782 1
29251 58501 29251 1
71175 57650 71175 1
41733 83465 41733 1
53098 93804 53098 1
48757 97513 48757 1
87719 24562 87719 1
90020 19960 90020 1
95749 8502 95749 1
52927 94146 52927 1
76073 47854 76073 1
92762 14476 92762 1
39730 79459 39730 1
30388 60775 30388 1
85771 28458 85771 1
63607 72786 63607 1
32999 65997 32999 1
35537 71073 35537 1
34372 68743 34372 1
52788 94424 52788 1
2731 5461 2731 1
24781 49561 24781 1
58755 82490 58755 1
40976 81951 40976 1
94243 11514 94243 1
94430 11140 94430 1
71129 57742 71129 1
74927 50146 74927 1
15801 31601 15801 1
19003 38005 19003 1
59995 80010 59995 1
49430 98859 49430 1
28810 57619 28810 1
76197 47606 76197 1
42036 84071 42036 1
23885 47769 23885 1
94381 11238 94381 1
7267 14533 7267 1
84074 31852 84074 1
26356 52711 26356 1
20564 41127 20564 1
34974 69947 34974 1
10551 21101 10551 1
1182 2363 1182 1
93001 13998 93001 1
65103 69794 65103 1
83179 33642 83179 1
84783 30434 84783 1
45945 91889 45945 1
75775 48450 75775 1
94637 10726 94637 1
68143 63714 68143 1
37201 74401 37201 1
14146 28291 14146 1
43126 86251 43126 1
11220 22439 11220 1
9477 18953 9477 1
92190 15620 92190 1
41040 82079 41040 1
87894 24212 87894 1
52642 94716 52642 1
79732 40536 79732 1
62836 74328 62836 1
72550 54900 72550 1
31163 62325 31163 1
42385 84769 42385 1
5180 10359 5180 1
99124 1752 99124 1
44590 89179 44590 1
23422 46843 23422 1
53480 93040 53480 1
61220 77560 61220 1
46042 92083 46042 1
28220 56439 28220 1
80876 38248 80876 1
54986 90028 54986 1
95526 8948 95526 1
20244 40487 20244 1
42514 85027 42514 1
95990 8020 95990 1
19362 38723 19362 1
52897 94206 52897 1
58293 83414 58293 1
52851 94298 52851 1
45059 90117 45059 1
39624 79247 39624 1
9914 19827 9914 1
32781 65561 32781 1
90840 18320 90840 1
74968 50064 74968 1
80803 38394 80803 1
6423 12845 6423 1
68196 63608 68196 1
61609 76782 61609 1
62935 74130 62935 1
5973 11945 5973 1
67254 65492 67254 1
94967 10066 94967 1
38179 76357 38179 1
7257 14513 7257 1
51397 97206 51397 1
20461 40921 20461 1
86505 26990 86505 1
96458 7084 96458 1
80710 38580 80710 1
23818 47635 23818 1
73910 52180 73910 1
72996 54008 72996 1
14104 28207 14104 1
40344 80687 40344 1
22521 45041 22521 1
57107 85786 57107 1
88917 22166 88917 1
8564 17127 8564 1
21064 42127 21064 1
8003 16005 8003 1
72255 55490 72255 1
35398 70795 35398 1
15689 31377 15689 1
44077 88153 44077 1
9962 19923 9962 1
79179 41642 79179 1
43953 87905 43953 1
40775 81549 40775 1
99633 734 99633 1
71798 56404 71798 1
86741 26518 86741 1
7148 14295 7148 1
9622 19243 9622 1
18037 36073 18037 1
70921 58158 70921 1
38541 77081 38541 1
36813 73625 36813 1
80956 38088 80956 1
70842 58316 70842 1
35624 71247 35624 1
40407 80813 40407 1
8997 17993 8997 1
11396 22791 11396 1
76159 47682 76159 1
89367 21266 89367 1
21831 43661 21831 1
71487 57026 71487 1
91929 16142 91929 1
8960 17919 8960 1
26452 52903 26452 1
82162 35676 82162 1
60120 79760 60120 1
76777 46446 76777 1
93049 13902 93049 1
83699 32602 83699 1
94053 11894 94053 1
78989 42022 78989 1
7366 14731 7366 1
42392 84783 42392 1
51399 97202 51399 1
73585 52830 73585 1
43155 86309 43155 1
61654 76692 61654 1
25525 51049 25525 1
53985 92030 53985 1
24018 48035 24018 1
49141 98281 49141 1
40879 81757 40879 1
81696 36608 81696 1
63955 72090 63955 1
38655 77309 38655 1
35897 71793 35897 1
92454 15092 92454 1
5672 11343 5672 1
36268 72535 36268 1
58760 82480 58760 1
41219 82437 41219 1
292 583 292 1
90698 18604 90698 1
32251 64501 32251 1
83144 33712 83144 1
59256 81488 59256 1
44534 89067 44534 1
92793 14414 92793 1
15692 31383 15692 1
64286 71428 64286 1
81346 37308 81346 1
34057 68113 34057 1
48049 96097 48049 1
17780 35559 17780 1
43339 86677 43339 1
37419 74837 37419 1
80972 38056 80972 1
73524 52952 73524 1
40835 81669 40835 1
75531 48938 75531 1
18533 37065 18533 1
54442 91116 54442 1
98817 2366 98817 1
96404 7192 96404 1
23622 47243 23622 1
66059 67882 66059 1
21227 42453 21227 1
11844 23687 11844 1
50796 98408 50796 1
82286 35428 82286 1
37634 75267 37634 1
44525 89049 44525 1
17724 35447 17724 1
97922 4156 97922 1
86183 27634 86183 1
35204 70407 35204 1
26707 53413 26707 1
42305 84609 42305 1
49710 99419 49710 1
81546 36908 81546 1
78714 42572 78714 1
79791 40418 79791 1
80890 38220 80890 1
93006 13988 93006 1
53119 93762 53119 1
56830 86340 56830 1
42384 84767 42384 1
22513 45025 22513 1
41509 83017 41509 1
52026 95948 52026 1
47385 94769 47385 1
26899 53797 26899 1
18698 37395 18698 1
52625 94750 52625 1
24589 49177 24589 1
81534 36932 81534 1
94586 10828 94586 1
25533 51065 25533 1
74440 51120 74440 1
63685 72630 63685 1
19445 38889 19445 1
71538 56924 71538 1
12491 24981 12491 1
97769 4462 97769 1
39560 79119 39560 1
2862 5723 2862 1
48740 97479 48740 1
48277 96553 48277 1
59833 80334 59833 1
70273 59454 70273 1
87839 24322 87839 1
1708 3415 1708 1
1929 3857 1929 1
36888 73775 36888 1
30929 61857 30929 1
88249 23502 88249 1
73508 52984 73508 1
90301 19398 90301 1
10099 20197 10099 1
32115 64229 32115 1
17176 34351 17176 1
44533 89065 44533 1
87920 24160 87920 1
94903 10194 94903 1
36316 72631 36316 1
55097 89806 55097 1
17722 35443 17722 1
7932 15863 7932 1
91939 16122 91939 1
90942 18116 90942 1
83718 32564 83718 1
5757 11513 5757 1
80919 38162 80919 1
58569 82862 58569 1
24872 49743 24872 1
33700 67399 33700 1
76336 47328 76336 1
63048 73904 63048 1
33103 66205 33103 1
16663 33325 16663 1
89313 21374 89313 1
27009 54017 27009 1
60292 79416 60292 1
85017 29966 85017 1
39026 78051 39026 1
86066 27868 86066 1
98727 2546 98727 1
84785 30430 84785 1
51674 96652 51674 1
66487 67026 66487 1
72042 55916 72042 1
7922 15843 7922 1
50936 98128 50936 1
81306 37388 81306 1
76006 47988 76006 1
71445 57110 71445 1
31800 63599 31800 1
75608 48784 75608 1
4300 8599 4300 1
28924 57847 28924 1
60251 79498 60251 1
25486 50971 25486 1
5126 10251 5126 1
39440 78879 39440 1
85884 28232 85884 1
22891 45781 22891 1
90226 19548 90226 1
8002 16003 8002 1
27954 55907 27954 1
4440 8879 4440 1
18730 37459 18730 1
87779 24442 87779 1
75953 48094 75953 1
6200 12399 6200 1
51428 97144 51428 1
66781 66438 66781 1
73589 52822 73589 1
62898 74204 62898 1
73001 53998 73001 1
1910 3819 1910 1
65319 69362 65319 1
56943 86114 56943 1
93756 12488 93756 1
41614 83227 41614 1
31106 62211 31106 1
7483 14965 7483 1
87395 25210 87395 1
4659 9317 4659 1
75643 48714 75643 1
69912 60176 69912 1
88569 22862 88569 1
89591 20818 89591 1
18392 36783 18392 1
75083 49834 75083 1
30792 61583 30792 1
59207 81586 59207 1
75567 48866 75567 1
36021 72041 36021 1
79671 40658 79671 1
43726 87451 43726 1
61211 77578 61211 1
31162 62323 31162 1
52951 94098 52951 1
39751 79501 39751 1
70216 59568 70216 1
79545 40910 79545 1
70572 58856 70572 1
34547 69093 34547 1
46649 93297 46649 1
95293 9414 95293 1
41488 82975 41488 1
98371 3258 98371 1
13312 26623 13312 1
14718 29435 14718 1
41179 82357 41179 1
49753 99505 49753 1
16538 33075 16538 1
32480 64959 32480 1
98265 3470 98265 1
38754 77507 38754 1
57793 84414 57793 1
80697 38606 80697 1
6174 12347 6174 1
84978 30044 84978 1
58238 83524 58238 1
50090 99820 50090 1
60952 78096 60952 1
37055 74109 37055 1
96479 7042 96479 1
81387 37226 81387 1
69037 61926 69037 1
38566 77131 38566 1
54819 90362 54819 1
88783 22434 88783 1
94888 10224 94888 1
25884 51767 25884 1
76462 47076 76462 1
17585 35169 17585 1
92397 15206 92397 1
13108 26215 13108 1
93100 13800 93100 1
83234 33532 83234 1
7492 14983 7492 1
20872 41743 20872 1
41533 83065 41533 1
88737 22526 88737 1
20958 41915 20958 1
58326 83348 58326 1
8708 17415 8708 1
30713 61425 30713 1
1330 2659 1330 1
57420 85160 57420 1
27146 54291 27146 1
1348 2695 1348 1
24874 49747 24874 1
36895 73789 36895 1
82053 35894 82053 1
90223 19554 90223 1
12910 25819 12910 1
73529 52942 73529 1
82161 35678 82161 1
83181 33638 83181 1
77901 44198 77901 1
42299 84597 42299 1
65663 68674 65663 1
92673 14654 92673 1
19245 38489 19245 1
57108 85784 57108 1
22107 44213 22107 1
75779 48442 75779 1
79306 41388 79306 1
26618 53235 26618 1
76050 47900 76050 1
12564 25127 12564 1
90004 19992 90004 1
29333 58665 29333 1
21473 42945 21473 1
11925 23849 11925 1
95504 8992 95504 1
55614 88772 55614 1
91651 16698 91651 1
88777 22446 88777 1
47634 95267 47634 1
44598 89195 44598 1
28178 56355 28178 1
72940 54120 72940 1
34470 68939 34470 1
59626 80748 59626 1
9121 18241 9121 1
45522 91043 45522 1
36061 72121 36061 1
17068 34135 17068 1
92493 15014 92493 1
82725 34550 82725 1
88031 23938 88031 1
65430 69140 65430 1
95091 9818 95091 1
18910 37819 18910 1
19623 39245 19623 1
25889 51777 25889 1
74861 50278 74861 1
75796 48408 75796 1
31053 62105 31053 1
72551 54898 72551 1
43942 87883 43942 1
61468 77064 61468 1
3339 6677 3339 1
52301 95398 52301 1
49810 99619 49810 1
79079 41842 79079 1
61011 77978 61011 1
90088 19824 90088 1
94933 10134 94933 1
83661 32678 83661 1
60427 79146 60427 1
51565 96870 51565 1
9484 18967 9484 1
26750 53499 26750 1
80517 38966 80517 1
12825 25649 12825 1
24034 48067 24034 1
5599 11197 5599 1
15345 30689 15345 1
45673 91345 45673 1
79692 40616 79692 1
44591 89181 44591 1
23321 46641 23321 1
92147 15706 92147 1
56901 86198 56901 1
35150 70299 35150 1
53975 92050 53975 1
65114 69772 65114 1
72836 54328 72836 1
42459 84917 42459 1
27265 54529 27265 1
67137 65726 67137 1
87800 24400 87800 1
45430 90859 45430 1
14097 28193 14097 1
60280 79440 60280 1
57389 85222 57389 1
97390 5220 97390 1
36759 73517 36759 1
92445 15110 92445 1
64445 71110 64445 1
94001 11998 94001 1
45909 91817 45909 1
45090 90179 45090 1
88742 22516 88742 1
69083 61834 69083 1
35210 70419 35210 1
91279 17442 91279 1
97953 4094 97953 1
59283 81434 59283 1
45453 90905 45453 1
6201 12401 6201 1
20700 41399 20700 1
86400 27200 86400 1
74278 51444 74278 1
89608 20784 89608 1
33909 67817 33909 1
13807 27613 13807 1
84030 31940 84030 1
97000 6000 97000 1
69155 61690 69155 1
29880 59759 29880 1
30851 61701 30851 1
85594 28812 85594 1
53490 93020 53490 1
21267 42533 21267 1
2707 5413 2707 1
7846 15691 7846 1
1236 2471 1236 1
95414 9172 95414 1
43872 87743 43872 1
12625 25249 12625 1
19717 39433 19717 1
75628 48744 75628 1
55284 89432 55284 1
77353 45294 77353 1
75841 48318 75841 1
57622 84756 57622 1
61126 77748 61126 1
69630 60740 69630 1
7646 15291 7646 1
25313 50625 25313 1
72330 55340 72330 1
25721 51441 25721 1
74573 50854 74573 1
52649 94702 52649 1
48962 97923 48962 1
46844 93687 46844 1
47997 95993 47997 1
11629 23257 11629 1
64152 71696 64152 1
55491 89018 55491 1
43570 87139 43570 1
80712 38576 80712 1
91430 17140 91430 1
86377 27246 86377 1
50330 99340 50330 1
30445 60889 30445 1
92215 15570 92215 1
55931 88138 55931 1
55429 89142 55429 1
8041 16081 8041 1
71443 57114 71443 1
61217 77566 61217 1
42408 84815 42408 1
769 1537 769 1
91092 17816 91092 1
9883 19765 9883 1
76354 47292 76354 1
19510 39019 19510 1
72030 55940 72030 1
30378 60755 30378 1
60296 79408 60296 1
2063 4125 2063 1
48948 97895 48948 1
87029 25942 87029 1
30632 61263 30632 1
15857 31713 15857 1
55143 89714 55143 1
13352 26703 13352 1
64265 71470 64265 1
51669 96662 51669 1
81267 37466 81267 1
4635 9269 4635 1
53570 92860 53570 1
90117 19766 90117 1
5441 10881 5441 1
92565 14870 92565 1
81825 36350 81825 1
38043 76085 38043 1
425 849 425 1
88313 23374 88313 1
93704 12592 93704 1
49199 98397 49199 1
11219 22437 11219 1
66454 67092 66454 1
60445 79110 60445 1
55328 89344 55328 1
82523 34954 82523 1
55259 89482 55259 1
56895 86210 56895 1
73710 52580 73710 1
80737 38526 80737 1
23860 47719 23860 1
47285 94569 47285 1
34667 69333 34667 1
72677 54646 72677 1
80467 39066 80467 1
81003 37994 81003 1
77100 45800 77100 1
9206 18411 9206 1
38222 76443 38222 1
13736 27471 13736 1
8154 16307 8154 1
78809 42382 78809 1
10215 20429 10215 1
4612 9223 4612 1
22167 44333 22167 1
33286 66571 33286 1
80914 38172 80914 1
91419 17162 91419 1
56414 87172 56414 1
20660 41319 20660 1
74687 50626 74687 1
12747 25493 12747 1
21648 43295 21648 1
23020 46039 23020 1
23441 46881 23441 1
68181 63638 68181 1
60097 79806 60097 1
17551 35101 17551 1
19973 39945 19973 1
68035 63930 68035 1
51439 97122 51439 1
22180 44359 22180 1
94946 10108 94946 1
19027 38053 19027 1
23668 47335 23668 1
76349 47302 76349 1
83238 33524 83238 1
81179 37642 81179 1
56669 86662 56669 1
4978 9955 4978 1
87145 25710 87145 1
25249 50497 25249 1
20159 40317 20159 1
8456 16911 8456 1
85834 28332 85834 1
71420 57160 71420 1
13676 27351 13676 1
10767 21533 10767 1
94221 11558 94221 1
52651 94698 52651 1
47946 95891 47946 1
19844 39687 19844 1
73667 52666 73667 1
98349 3302 98349 1
55792 88416 55792 1
3572 7143 3572 1
35307 70613 35307 1
21965 43929 21965 1
6278 12555 6278 1
65386 69228 65386 1
77163 45674 77163 1
81479 37042 81479 1
56118 87764 56118 1
22061 44121 22061 1
34231 68461 34231 1
20998 41995 20998 1
72194 55612 72194 1
60701 78598 60701 1
16601 33201 16601 1
15051 30101 15051 1
4055 8109 4055 1
70573 58854 70573 1
57597 84806 57597 1
78875 42250 78875 1
11294 22587 11294 1
14377 28753 14377 1
56570 86860 56570 1
14022 28043 14022 1
62416 75168 62416 1
34620 69239 34620 1
42738 85475 42738 1
81787 36426 81787 1
96321 7358 96321 1
80777 38446 80777 1
83883 32234 83883 1
14611 29221 14611 1
32862 65723 32862 1
26675 53349 26675 1
58194 83612 58194 1
13982 27963 13982 1
9240 18479 9240 1
9213 18425 9213 1
74473 51054 74473 1
44247 88493 44247 1
33262 66523 33262 1
61677 76646 61677 1
41974 83947 41974 1
1632 3263 1632 1
3200 6399 3200 1
2192 4383 2192 1
95886 8228 95886 1
41485 82969 41485 1
66979 66042 66979 1
64735 70530 64735 1
16058 32115 16058 1
59763 80474 59763 1
37774 75547 37774 1
88986 22028 88986 1
88290 23420 88290 1
89162 21676 89162 1
95935 8130 95935 1
29681 59361 29681 1
30338 60675 30338 1
57288 85424 57288 1
62379 75242 62379 1
50942 98116 50942 1
77809 44382 77809 1
13553 27105 13553 1
56857 86286 56857 1
7132 14263 7132 1
3024 6047 3024 1
87007 25986 87007 1
49666 99331 49666 1
66727 66546 66727 1
92027 15946 92027 1
29191 58381 29191 1
27091 54181 27091 1
73100 53800 73100 1
33775 67549 33775 1
57042 85916 57042 1
48811 97621 48811 1
27032 54063 27032 1
26013 52025 26013 1
27066 54131 27066 1
5870 11739 5870 1
20977 41953 20977 1
13878 27755 13878 1
70361 59278 70361 1
64725 70550 64725 1
91207 17586 91207 1
21432 42863 21432 1
10441 20881 10441 1
41050 82099 41050 1
38390 76779 38390 1
21149 42297 21149 1
31438 62875 31438 1
62910 74180 62910 1
30908 61815 30908 1
74662 50676 74662 1
60885 78230 60885 1
57590 84820 57590 1
6152 12303 6152 1
92391 15218 92391 1
79440 41120 79440 1
24449 48897 24449 1
24878 49755 24878 1
93472 13056 93472 1
59194 81612 59194 1
94616 10768 94616 1
17242 34483 17242 1
23817 47633 23817 1
76005 47990 76005 1
31074 62147 31074 1
45900 91799 45900 1
36037 72073 36037 1
73073 53854 73073 1
33212 66423 33212 1
51226 97548 51226 1
23091 46181 23091 1
52657 94686 52657 1
